State  Code	District Code	Sub District Code	India/ State/ Union Territory/ District/ Sub-district	Name	"Total/Rural/Urban"	Number of villages Inhabited	Uninhabited	Number of towns	Number of households	Population Persons	Males	Females	"Area(In sq. km)"	Population per sq. km.
23	420	03396	SUB-DISTRICT	Ron	Rural	45	3	0	13,755	78,005	42,390	35,615	253.01	308
23	420	03396	SUB-DISTRICT	Ron	Urban	0	0	0	0	0	0	0	0.00	0
23	420	03397	SUB-DISTRICT	Mihona	Total	44	5	1	16,274	89,442	48,771	40,671	171.29	522
23	420	03397	SUB-DISTRICT	Mihona	Rural	44	5	0	13,511	72,507	39,734	32,773	152.18	476
23	420	03397	SUB-DISTRICT	Mihona	Urban	0	0	1	2,763	16,935	9,037	7,898	19.11	886
23	420	03398	SUB-DISTRICT	Lahar	Total	133	14	3	39,209	2,14,048	1,16,027	98,021	396.40	540
23	420	03398	SUB-DISTRICT	Lahar	Rural	133	14	0	28,032	1,49,591	81,689	67,902	352.55	424
23	420	03398	SUB-DISTRICT	Lahar	Urban	0	0	3	11,177	64,457	34,338	30,119	43.85	1,470
23	421	00000	DISTRICT	Gwalior	Total	618	37	11	3,83,845	20,32,036	10,90,327	9,41,709	4560.00	446
23	421	00000	DISTRICT	Gwalior	Rural	618	37	0	1,44,494	7,58,244	4,09,349	3,48,895	4257.13	178
23	421	00000	DISTRICT	Gwalior	Urban	0	0	11	2,39,351	12,73,792	6,80,978	5,92,814	302.87	4,206
23	421	03399	SUB-DISTRICT	Gwalior (Gird)	Total	309	26	2	2,81,498	14,95,487	8,02,391	6,93,096	2667.84	561
23	421	03399	SUB-DISTRICT	Gwalior (Gird)	Rural	309	26	0	73,341	3,92,603	2,13,532	1,79,071	2484.13	158
23	421	03399	SUB-DISTRICT	Gwalior (Gird)	Urban	0	0	2	2,08,157	11,02,884	5,88,859	5,14,025	183.71	6,003
23	421	03400	SUB-DISTRICT	Dabra (Pichhore)	Total	151	4	7	61,741	3,24,569	1,74,475	1,50,094	985.53	329
23	421	03400	SUB-DISTRICT	Dabra (Pichhore)	Rural	151	4	0	35,608	1,82,706	97,890	84,816	913.05	200
23	421	03400	SUB-DISTRICT	Dabra (Pichhore)	Urban	0	0	7	26,133	1,41,863	76,585	65,278	72.48	1,957
23	421	03401	SUB-DISTRICT	Bhitarwar	Total	79	6	1	21,135	1,08,726	58,239	50,487	408.52	266
23	421	03401	SUB-DISTRICT	Bhitarwar	Rural	79	6	0	17,713	89,630	48,036	41,594	384.58	233
23	421	03401	SUB-DISTRICT	Bhitarwar	Urban	0	0	1	3,422	19,096	10,203	8,893	23.94	798
23	421	03402	SUB-DISTRICT	Chinour	Total	79	1	1	19,471	1,03,254	55,222	48,032	498.10	207
23	421	03402	SUB-DISTRICT	Chinour	Rural	79	1	0	17,832	93,305	49,891	43,414	475.36	196
23	421	03402	SUB-DISTRICT	Chinour	Urban	0	0	1	1,639	9,949	5,331	4,618	22.74	438
23	422	00000	DISTRICT	Datia	Total	586	45	5	1,60,215	7,86,754	4,20,157	3,66,597	2902.00	271
23	422	00000	DISTRICT	Datia	Rural	586	45	0	1,26,017	6,04,772	3,23,966	2,80,806	2872.21	211
23	422	00000	DISTRICT	Datia	Urban	0	0	5	34,198	1,81,982	96,191	85,791	29.79	6,109
23	422	03403	SUB-DISTRICT	Seondha	Total	96	14	1	22,505	1,16,232	63,017	53,215	479.52	242
23	422	03403	SUB-DISTRICT	Seondha	Rural	96	14	0	18,483	93,092	50,598	42,494	476.59	195
23	422	03403	SUB-DISTRICT	Seondha	Urban	0	0	1	4,022	23,140	12,419	10,721	2.93	7,898
23	422	03404	SUB-DISTRICT	Indergarh	Total	103	10	1	27,102	1,36,921	73,315	63,606	546.43	251
23	422	03404	SUB-DISTRICT	Indergarh	Rural	103	10	0	22,735	1,13,876	61,191	52,685	528.38	216
23	422	03404	SUB-DISTRICT	Indergarh	Urban	0	0	1	4,367	23,045	12,124	10,921	18.05	1,277
23	422	03405	SUB-DISTRICT	Datia	Total	247	7	2	78,434	3,73,772	1,98,449	1,75,323	1205.77	310
23	422	03405	SUB-DISTRICT	Datia	Rural	247	7	0	57,004	2,63,179	1,40,251	1,22,928	1198.64	220
23	422	03405	SUB-DISTRICT	Datia	Urban	0	0	2	21,430	1,10,593	58,198	52,395	7.13	15,511
23	422	03406	SUB-DISTRICT	Bhander	Total	140	14	1	32,174	1,59,829	85,376	74,453	670.29	238
23	422	03406	SUB-DISTRICT	Bhander	Rural	140	14	0	27,795	1,34,625	71,926	62,699	668.61	201
23	422	03406	SUB-DISTRICT	Bhander	Urban	0	0	1	4,379	25,204	13,450	11,754	1.68	15,002
23	423	00000	DISTRICT	Shivpuri	Total	1,305	112	7	3,59,969	17,26,050	9,19,795	8,06,255	10066.00	171
23	423	00000	DISTRICT	Shivpuri	Rural	1,305	112	0	3,04,287	14,30,627	7,63,554	6,67,073	9946.38	144
23	423	00000	DISTRICT	Shivpuri	Urban	0	0	7	55,682	2,95,423	1,56,241	1,39,182	119.62	2,470
23	423	03407	SUB-DISTRICT	Pohri	Total	238	16	0	44,753	2,07,352	1,10,643	96,709	1551.17	134
23	423	03407	SUB-DISTRICT	Pohri	Rural	238	16	0	44,753	2,07,352	1,10,643	96,709	1551.17	134
23	423	03407	SUB-DISTRICT	Pohri	Urban	0	0	0	0	0	0	0	0.00	0
23	423	03408	SUB-DISTRICT	Shivpuri	Total	181	35	1	66,519	3,40,852	1,81,336	1,59,516	1937.34	176
23	423	03408	SUB-DISTRICT	Shivpuri	Rural	181	35	0	32,716	1,60,875	86,204	74,671	1856.23	87
23	423	03408	SUB-DISTRICT	Shivpuri	Urban	0	0	1	33,803	1,79,977	95,132	84,845	81.11	2,219
23	423	03409	SUB-DISTRICT	Narwar	Total	145	11	1	38,337	1,98,927	1,07,799	91,128	937.10	212
23	423	03409	SUB-DISTRICT	Narwar	Rural	145	11	0	35,063	1,79,542	97,496	82,046	929.10	193
23	423	03409	SUB-DISTRICT	Narwar	Urban	0	0	1	3,274	19,385	10,303	9,082	8.00	2,423
23	423	03410	SUB-DISTRICT	Karera	Total	100	3	1	39,501	1,94,319	1,04,376	89,943	1011.45	192
23	423	03410	SUB-DISTRICT	Karera	Rural	100	3	0	34,113	1,65,614	88,781	76,833	999.45	166
23	423	03410	SUB-DISTRICT	Karera	Urban	0	0	1	5,388	28,705	15,595	13,110	12.00	2,392
23	423	03411	SUB-DISTRICT	Kolaras	Total	191	24	1	36,148	1,63,286	86,674	76,612	1188.60	137
23	423	03411	SUB-DISTRICT	Kolaras	Rural	191	24	0	32,296	1,43,505	76,274	67,231	1186.97	121
23	423	03411	SUB-DISTRICT	Kolaras	Urban	0	0	1	3,852	19,781	10,400	9,381	1.63	12,136
23	423	03412	SUB-DISTRICT	Badarwas	Total	140	4	1	39,335	1,77,752	93,368	84,384	1081.91	164
23	423	03412	SUB-DISTRICT	Badarwas	Rural	140	4	0	36,542	1,64,181	86,343	77,838	1074.14	153
23	423	03412	SUB-DISTRICT	Badarwas	Urban	0	0	1	2,793	13,571	7,025	6,546	7.77	1,747
23	423	03413	SUB-DISTRICT	Pichhore	Total	172	14	1	55,760	2,59,685	1,38,082	1,21,603	1405.63	185
23	423	03413	SUB-DISTRICT	Pichhore	Rural	172	14	0	52,204	2,41,558	1,28,580	1,12,978	1404.95	172
23	423	03413	SUB-DISTRICT	Pichhore	Urban	0	0	1	3,556	18,127	9,502	8,625	0.68	26,657
23	423	03414	SUB-DISTRICT	Khaniyadhana	Total	138	5	1	39,616	1,83,877	97,517	86,360	952.81	193
23	423	03414	SUB-DISTRICT	Khaniyadhana	Rural	138	5	0	36,600	1,68,000	89,233	78,767	944.38	178
23	423	03414	SUB-DISTRICT	Khaniyadhana	Urban	0	0	1	3,016	15,877	8,284	7,593	8.43	1,883
23	424	00000	DISTRICT	Tikamgarh	Total	878	85	13	2,96,116	14,45,166	7,60,355	6,84,811	5048.00	286
23	424	00000	DISTRICT	Tikamgarh	Rural	878	85	0	2,49,777	11,95,293	6,29,477	5,65,816	4835.49	247
23	424	00000	DISTRICT	Tikamgarh	Urban	0	0	13	46,339	2,49,873	1,30,878	1,18,995	212.51	1,176
23	424	03415	SUB-DISTRICT	Niwari	Total	89	16	2	34,088	1,67,893	88,070	79,823	398.39	421
23	424	03415	SUB-DISTRICT	Niwari	Rural	89	16	0	28,143	1,36,495	71,591	64,904	367.39	372
23	424	03415	SUB-DISTRICT	Niwari	Urban	0	0	2	5,945	31,398	16,479	14,919	31.00	1,013
23	424	03416	SUB-DISTRICT	Orchha	Total	32	2	1	9,625	47,358	25,191	22,167	197.75	239
23	424	03416	SUB-DISTRICT	Orchha	Rural	32	2	0	7,216	35,847	19,115	16,732	168.08	213
23	424	03416	SUB-DISTRICT	Orchha	Urban	0	0	1	2,409	11,511	6,076	5,435	29.67	388
23	424	03417	SUB-DISTRICT	Prithvipur	Total	132	10	2	39,787	1,89,556	1,00,086	89,470	725.15	261
23	424	03417	SUB-DISTRICT	Prithvipur	Rural	132	10	0	33,145	1,53,247	81,096	72,151	707.23	217
23	424	03417	SUB-DISTRICT	Prithvipur	Urban	0	0	2	6,642	36,309	18,990	17,319	17.92	2,026
23	424	03418	SUB-DISTRICT	Jatara	Total	99	9	2	40,754	1,98,490	1,04,402	94,088	649.56	306
23	424	03418	SUB-DISTRICT	Jatara	Rural	99	9	0	35,348	1,68,017	88,623	79,394	596.02	282
23	424	03418	SUB-DISTRICT	Jatara	Urban	0	0	2	5,406	30,473	15,779	14,694	53.54	569
23	424	03419	SUB-DISTRICT	Mohangarh	Total	74	14	0	19,268	88,631	46,704	41,927	435.74	203
23	424	03419	SUB-DISTRICT	Mohangarh	Rural	74	14	0	19,268	88,631	46,704	41,927	435.74	203
23	424	03419	SUB-DISTRICT	Mohangarh	Urban	0	0	0	0	0	0	0	0.00	0
23	424	03420	SUB-DISTRICT	Palera	Total	136	14	1	41,616	2,13,540	1,11,981	1,01,559	825.78	259
23	424	03420	SUB-DISTRICT	Palera	Rural	136	14	0	38,391	1,96,047	1,02,888	93,159	799.95	245
23	424	03420	SUB-DISTRICT	Palera	Urban	0	0	1	3,225	17,493	9,093	8,400	25.83	677
23	424	03421	SUB-DISTRICT	Baldeogarh	Total	87	9	1	26,901	1,23,125	64,635	58,490	448.16	275
23	424	03421	SUB-DISTRICT	Baldeogarh	Rural	87	9	0	25,200	1,14,046	59,794	54,252	447.85	255
23	424	03421	SUB-DISTRICT	Baldeogarh	Urban	0	0	1	1,701	9,079	4,841	4,238	0.31	29,287
23	424	03422	SUB-DISTRICT	Khargapur	Total	64	2	1	24,313	1,14,859	60,929	53,930	456.94	251
23	424	03422	SUB-DISTRICT	Khargapur	Rural	64	2	0	21,536	1,00,046	53,014	47,032	456.51	219
23	424	03422	SUB-DISTRICT	Khargapur	Urban	0	0	1	2,777	14,813	7,915	6,898	0.43	34,449
23	424	03423	SUB-DISTRICT	Tikamgarh	Total	165	9	3	59,764	3,01,714	1,58,357	1,43,357	910.52	331
23	424	03423	SUB-DISTRICT	Tikamgarh	Rural	165	9	0	41,530	2,02,917	1,06,652	96,265	856.71	237
23	424	03423	SUB-DISTRICT	Tikamgarh	Urban	0	0	3	18,234	98,797	51,705	47,092	53.81	1,836
23	425	00000	DISTRICT	Chhatarpur	Total	1,085	102	16	3,56,297	17,62,375	9,36,121	8,26,254	8687.00	203
23	425	00000	DISTRICT	Chhatarpur	Rural	1,085	102	0	2,81,870	13,63,359	7,25,273	6,38,086	8315.36	164
23	425	00000	DISTRICT	Chhatarpur	Urban	0	0	16	74,427	3,99,016	2,10,848	1,88,168	371.64	1,074
23	425	03424	SUB-DISTRICT	Gaurihar	Total	131	20	1	38,407	1,87,093	1,00,601	86,492	922.00	203
23	425	03424	SUB-DISTRICT	Gaurihar	Rural	131	20	0	36,714	1,78,175	95,904	82,271	889.12	200
23	425	03424	SUB-DISTRICT	Gaurihar	Urban	0	0	1	1,693	8,918	4,697	4,221	32.88	271
23	425	03425	SUB-DISTRICT	Laundi	Total	61	8	1	19,861	99,946	53,510	46,436	470.34	212
23	425	03425	SUB-DISTRICT	Laundi	Rural	61	8	0	15,648	77,944	41,770	36,174	445.30	175
23	425	03425	SUB-DISTRICT	Laundi	Urban	0	0	1	4,213	22,002	11,740	10,262	25.04	879
23	425	03426	SUB-DISTRICT	Chandla	Total	86	1	1	21,537	1,00,601	53,924	46,677	386.49	260
23	425	03426	SUB-DISTRICT	Chandla	Rural	86	1	0	19,108	87,763	47,206	40,557	361.61	243
23	425	03426	SUB-DISTRICT	Chandla	Urban	0	0	1	2,429	12,838	6,718	6,120	24.88	516
23	425	03427	SUB-DISTRICT	Nowgong	Total	74	6	2	33,791	1,82,233	95,914	86,319	574.85	317
23	425	03427	SUB-DISTRICT	Nowgong	Rural	74	6	0	22,981	1,23,124	64,667	58,457	549.50	224
23	425	03427	SUB-DISTRICT	Nowgong	Urban	0	0	2	10,810	59,109	31,247	27,862	25.35	2,332
23	425	03428	SUB-DISTRICT	Maharajpur	Total	44	2	2	19,334	1,05,051	55,724	49,327	343.14	306
23	425	03428	SUB-DISTRICT	Maharajpur	Rural	44	2	0	12,833	68,098	36,174	31,924	300.22	227
23	425	03428	SUB-DISTRICT	Maharajpur	Urban	0	0	2	6,501	36,953	19,550	17,403	42.92	861
23	425	03429	SUB-DISTRICT	Chhatarpur	Total	145	7	2	69,003	3,59,338	1,90,082	1,69,256	1065.39	337
23	425	03429	SUB-DISTRICT	Chhatarpur	Rural	145	7	0	41,217	2,11,833	1,12,105	99,728	1047.07	202
23	425	03429	SUB-DISTRICT	Chhatarpur	Urban	0	0	2	27,786	1,47,505	77,977	69,528	18.32	8,052
23	425	03430	SUB-DISTRICT	Rajnagar	Total	132	8	2	51,483	2,55,004	1,34,880	1,20,124	1391.41	183
23	425	03430	SUB-DISTRICT	Rajnagar	Rural	132	8	0	44,365	2,16,270	1,14,345	1,01,925	1303.76	166
23	425	03430	SUB-DISTRICT	Rajnagar	Urban	0	0	2	7,118	38,734	20,535	18,199	87.65	442
23	425	03431	SUB-DISTRICT	Bada Malhera	Total	100	8	1	24,269	1,10,935	58,942	51,993	623.23	178
23	425	03431	SUB-DISTRICT	Bada Malhera	Rural	100	8	0	20,772	92,600	49,286	43,314	596.07	155
23	425	03431	SUB-DISTRICT	Bada Malhera	Urban	0	0	1	3,497	18,335	9,656	8,679	27.16	675
23	425	03432	SUB-DISTRICT	Ghuwara	Total	53	2	1	22,561	98,517	52,368	46,149	413.24	238
23	425	03432	SUB-DISTRICT	Ghuwara	Rural	53	2	0	19,745	85,216	45,374	39,842	389.75	219
23	425	03432	SUB-DISTRICT	Ghuwara	Urban	0	0	1	2,816	13,301	6,994	6,307	23.49	566
23	425	03433	SUB-DISTRICT	Bijawar	Total	146	22	2	35,318	1,73,380	91,891	81,489	1593.44	109
23	425	03433	SUB-DISTRICT	Bijawar	Rural	146	22	0	29,786	1,42,275	75,544	66,731	1544.22	92
23	425	03433	SUB-DISTRICT	Bijawar	Urban	0	0	2	5,532	31,105	16,347	14,758	49.22	632
23	425	03434	SUB-DISTRICT	Buxwaha	Total	113	18	1	20,733	90,277	48,285	41,992	903.46	100
23	425	03434	SUB-DISTRICT	Buxwaha	Rural	113	18	0	18,701	80,061	42,898	37,163	888.73	90
23	425	03434	SUB-DISTRICT	Buxwaha	Urban	0	0	1	2,032	10,216	5,387	4,829	14.73	694
23	426	00000	DISTRICT	Panna	Total	947	64	6	2,28,709	10,16,520	5,33,480	4,83,040	7135.00	142
23	426	00000	DISTRICT	Panna	Rural	947	64	0	2,03,539	8,91,185	4,67,473	4,23,712	7054.23	126
23	426	00000	DISTRICT	Panna	Urban	0	0	6	25,170	1,25,335	66,007	59,328	80.77	1,552
23	426	03435	SUB-DISTRICT	Ajaigarh	Total	118	2	1	38,133	1,70,457	90,738	79,719	738.20	231
23	426	03435	SUB-DISTRICT	Ajaigarh	Rural	118	2	0	34,710	1,53,801	81,887	71,914	731.39	210
23	426	03435	SUB-DISTRICT	Ajaigarh	Urban	0	0	1	3,423	16,656	8,851	7,805	6.81	2,446
23	426	03436	SUB-DISTRICT	Panna	Total	117	32	1	33,170	1,56,297	82,601	73,696	1513.40	103
23	426	03436	SUB-DISTRICT	Panna	Rural	117	32	0	21,416	97,206	51,588	45,618	1503.40	65
23	426	03436	SUB-DISTRICT	Panna	Urban	0	0	1	11,754	59,091	31,013	28,078	10.00	5,909
23	426	03437	SUB-DISTRICT	Devendranagar	Total	67	3	2	19,045	88,721	46,472	42,249	387.51	229
23	426	03437	SUB-DISTRICT	Devendranagar	Rural	67	3	0	15,009	67,484	35,304	32,180	347.55	194
23	426	03437	SUB-DISTRICT	Devendranagar	Urban	0	0	2	4,036	21,237	11,168	10,069	39.96	531
23	426	03438	SUB-DISTRICT	Gunnor	Total	145	4	0	29,621	1,33,513	69,607	63,906	539.25	248
23	426	03438	SUB-DISTRICT	Gunnor	Rural	145	4	0	29,621	1,33,513	69,607	63,906	539.25	248
23	426	03438	SUB-DISTRICT	Gunnor	Urban	0	0	0	0	0	0	0	0.00	0
23	426	03439	SUB-DISTRICT	Amanganj	Total	111	3	1	25,788	1,14,702	60,211	54,491	546.07	210
23	426	03439	SUB-DISTRICT	Amanganj	Rural	111	3	0	22,979	1,00,816	52,918	47,898	528.63	191
23	426	03439	SUB-DISTRICT	Amanganj	Urban	0	0	1	2,809	13,886	7,293	6,593	17.44	796
23	426	03440	SUB-DISTRICT	Pawai	Total	172	7	1	38,833	1,67,578	87,876	79,702	1628.34	103
23	426	03440	SUB-DISTRICT	Pawai	Rural	172	7	0	35,685	1,53,113	80,194	72,919	1621.78	94
23	426	03440	SUB-DISTRICT	Pawai	Urban	0	0	1	3,148	14,465	7,682	6,783	6.56	2,205
23	426	03441	SUB-DISTRICT	Shahnagar	Total	117	4	0	24,435	1,07,623	55,839	51,784	1051.72	102
23	426	03441	SUB-DISTRICT	Shahnagar	Rural	117	4	0	24,435	1,07,623	55,839	51,784	1051.72	102
23	426	03441	SUB-DISTRICT	Shahnagar	Urban	0	0	0	0	0	0	0	0.00	0
23	426	03442	SUB-DISTRICT	Raipura	Total	100	9	0	19,684	77,629	40,136	37,493	730.50	106
23	426	03442	SUB-DISTRICT	Raipura	Rural	100	9	0	19,684	77,629	40,136	37,493	730.50	106
23	426	03442	SUB-DISTRICT	Raipura	Urban	0	0	0	0	0	0	0	0.00	0
23	427	00000	DISTRICT	Sagar	Total	1,901	174	20	5,17,850	23,78,458	12,56,257	11,22,201	10252.00	232
23	427	00000	DISTRICT	Sagar	Rural	1,901	174	0	3,79,437	16,69,662	8,84,133	7,85,529	10054.23	166
23	427	00000	DISTRICT	Sagar	Urban	0	0	20	1,38,413	7,08,796	3,72,124	3,36,672	197.77	3,584
23	427	03443	SUB-DISTRICT	Bina	Total	156	21	3	42,032	1,96,680	1,03,713	92,967	733.17	268
23	427	03443	SUB-DISTRICT	Bina	Rural	156	21	0	26,838	1,18,623	63,060	55,563	713.52	166
23	427	03443	SUB-DISTRICT	Bina	Urban	0	0	3	15,194	78,057	40,653	37,404	19.65	3,972
23	427	03444	SUB-DISTRICT	Khurai	Total	173	14	1	40,657	1,89,199	99,732	89,467	857.49	221
23	427	03444	SUB-DISTRICT	Khurai	Rural	173	14	0	30,859	1,38,091	73,083	65,008	846.46	163
23	427	03444	SUB-DISTRICT	Khurai	Urban	0	0	1	9,798	51,108	26,649	24,459	11.03	4,634
23	427	03445	SUB-DISTRICT	Malthon	Total	176	17	0	34,985	1,52,631	80,660	71,971	843.73	181
23	427	03445	SUB-DISTRICT	Malthon	Rural	176	17	0	34,985	1,52,631	80,660	71,971	843.73	181
23	427	03445	SUB-DISTRICT	Malthon	Urban	0	0	0	0	0	0	0	0.00	0
23	427	03446	SUB-DISTRICT	Banda	Total	164	15	1	46,788	2,02,594	1,07,119	95,475	1020.03	199
23	427	03446	SUB-DISTRICT	Banda	Rural	164	15	0	40,485	1,71,671	91,157	80,514	1010.01	170
23	427	03446	SUB-DISTRICT	Banda	Urban	0	0	1	6,303	30,923	15,962	14,961	10.02	3,086
23	427	03447	SUB-DISTRICT	Shahgarh	Total	110	18	1	31,106	1,38,054	73,508	64,546	842.52	164
23	427	03447	SUB-DISTRICT	Shahgarh	Rural	110	18	0	27,701	1,21,754	64,987	56,767	838.41	145
23	427	03447	SUB-DISTRICT	Shahgarh	Urban	0	0	1	3,405	16,300	8,521	7,779	4.11	3,966
23	427	03448	SUB-DISTRICT	Rahatgarh	Total	131	12	1	26,423	1,24,099	65,602	58,497	628.14	198
23	427	03448	SUB-DISTRICT	Rahatgarh	Rural	131	12	0	20,642	92,562	49,078	43,484	621.60	149
23	427	03448	SUB-DISTRICT	Rahatgarh	Urban	0	0	1	5,781	31,537	16,524	15,013	6.54	4,822
23	427	03449	SUB-DISTRICT	Sagar	Total	361	18	10	1,68,962	8,23,015	4,35,316	3,87,699	2156.56	382
23	427	03449	SUB-DISTRICT	Sagar	Rural	361	18	0	88,584	4,10,831	2,17,904	1,92,927	2045.98	201
23	427	03449	SUB-DISTRICT	Sagar	Urban	0	0	10	80,378	4,12,184	2,17,412	1,94,772	110.58	3,727
23	427	03450	SUB-DISTRICT	Garhakota	Total	101	8	1	26,481	1,18,410	62,169	56,241	449.98	263
23	427	03450	SUB-DISTRICT	Garhakota	Rural	101	8	0	20,112	85,684	45,145	40,539	447.00	192
23	427	03450	SUB-DISTRICT	Garhakota	Urban	0	0	1	6,369	32,726	17,024	15,702	2.98	10,982
23	427	03451	SUB-DISTRICT	Rehli	Total	120	16	1	31,310	1,39,619	73,617	66,002	758.28	184
23	427	03451	SUB-DISTRICT	Rehli	Rural	120	16	0	25,380	1,09,290	57,743	51,547	730.42	150
23	427	03451	SUB-DISTRICT	Rehli	Urban	0	0	1	5,930	30,329	15,874	14,455	27.86	1,089
23	427	03452	SUB-DISTRICT	Kesli	Total	175	14	0	28,218	1,16,951	61,569	55,382	830.19	141
23	427	03452	SUB-DISTRICT	Kesli	Rural	175	14	0	28,218	1,16,951	61,569	55,382	830.19	141
23	427	03452	SUB-DISTRICT	Kesli	Urban	0	0	0	0	0	0	0	0.00	0
23	427	03453	SUB-DISTRICT	Deori	Total	234	21	1	40,888	1,77,206	93,252	83,954	1131.92	157
23	427	03453	SUB-DISTRICT	Deori	Rural	234	21	0	35,633	1,51,574	79,747	71,827	1126.92	135
23	427	03453	SUB-DISTRICT	Deori	Urban	0	0	1	5,255	25,632	13,505	12,127	5.00	5,126
23	428	00000	DISTRICT	Damoh	Total	1,176	34	9	2,97,608	12,64,219	6,61,873	6,02,346	7306.00	173
23	428	00000	DISTRICT	Damoh	Rural	1,176	34	0	2,45,928	10,13,668	5,30,471	4,83,197	7155.51	142
23	428	00000	DISTRICT	Damoh	Urban	0	0	9	51,680	2,50,551	1,31,402	1,19,149	150.49	1,665
23	428	03454	SUB-DISTRICT	Hatta	Total	154	4	1	34,533	1,49,602	78,706	70,896	941.10	159
23	428	03454	SUB-DISTRICT	Hatta	Rural	154	4	0	27,931	1,17,137	61,565	55,572	934.81	125
23	428	03454	SUB-DISTRICT	Hatta	Urban	0	0	1	6,602	32,465	17,141	15,324	6.29	5,161
23	428	03455	SUB-DISTRICT	Patera	Total	156	3	0	30,999	1,24,353	65,175	59,178	796.35	156
23	428	03455	SUB-DISTRICT	Patera	Rural	156	3	0	30,999	1,24,353	65,175	59,178	796.35	156
23	428	03455	SUB-DISTRICT	Patera	Urban	0	0	0	0	0	0	0	0.00	0
23	428	03456	SUB-DISTRICT	Batiyagarh	Total	144	6	0	34,080	1,41,466	74,236	67,230	917.76	154
23	428	03456	SUB-DISTRICT	Batiyagarh	Rural	144	6	0	34,080	1,41,466	74,236	67,230	917.76	154
23	428	03456	SUB-DISTRICT	Batiyagarh	Urban	0	0	0	0	0	0	0	0.00	0
23	428	03457	SUB-DISTRICT	Patharia	Total	131	0	2	41,951	1,72,480	90,989	81,491	704.01	245
23	428	03457	SUB-DISTRICT	Patharia	Rural	131	0	0	36,171	1,44,719	76,144	68,575	682.27	212
23	428	03457	SUB-DISTRICT	Patharia	Urban	0	0	2	5,780	27,761	14,845	12,916	21.74	1,277
23	428	03458	SUB-DISTRICT	Damoh	Total	231	7	4	79,590	3,59,521	1,88,299	1,71,222	1227.13	293
23	428	03458	SUB-DISTRICT	Damoh	Rural	231	7	0	45,126	1,90,401	99,975	90,426	1123.81	169
23	428	03458	SUB-DISTRICT	Damoh	Urban	0	0	4	34,464	1,69,120	88,324	80,796	103.32	1,637
23	428	03459	SUB-DISTRICT	Jabera	Total	179	11	1	40,054	1,63,801	85,159	78,642	1182.05	139
23	428	03459	SUB-DISTRICT	Jabera	Rural	179	11	0	38,404	1,56,995	81,578	75,417	1177.24	133
23	428	03459	SUB-DISTRICT	Jabera	Urban	0	0	1	1,650	6,806	3,581	3,225	4.81	1,415
23	428	03460	SUB-DISTRICT	Tendukheda	Total	181	3	1	36,401	1,52,996	79,309	73,687	1537.60	100
23	428	03460	SUB-DISTRICT	Tendukheda	Rural	181	3	0	33,217	1,38,597	71,798	66,799	1523.27	91
23	428	03460	SUB-DISTRICT	Tendukheda	Urban	0	0	1	3,184	14,399	7,511	6,888	14.33	1,005
23	429	00000	DISTRICT	Satna	Total	1,799	185	13	4,78,741	22,28,935	11,57,495	10,71,440	7502.00	297
23	429	00000	DISTRICT	Satna	Rural	1,799	185	0	3,85,786	17,54,517	9,07,904	8,46,613	7220.92	243
23	429	00000	DISTRICT	Satna	Urban	0	0	13	92,955	4,74,418	2,49,591	2,24,827	281.08	1,688
23	429	03461	SUB-DISTRICT	Raghurajnagar	Total	236	28	3	1,03,343	5,04,183	2,64,916	2,39,267	729.23	691
23	429	03461	SUB-DISTRICT	Raghurajnagar	Rural	236	28	0	45,231	2,07,164	1,08,242	98,922	644.11	322
23	429	03461	SUB-DISTRICT	Raghurajnagar	Urban	0	0	3	58,112	2,97,019	1,56,674	1,40,345	85.12	3,489
